"Club_A","Club_B","Result_A","Result_B","Winner","Elo_A","Elo_B","Round","Stage","Penalty","seed"
"Paris SG","Shakhtar",5,0,"Paris SG",1974.93762207,1531.97888184,1,"Knockout","",26
"Barcelona","Celta",2,4,"Celta",1945.43041992,1689.27087402,1,"Knockout","",26
"Real Madrid","RB Leipzig",5.2,5,"Real Madrid",1936.12731934,1716.37438965,1,"Knockout","Penalty",26
"Inter","St Gillis",3,2,"Inter",1933.2421875,1730.55700684,1,"Knockout","",26
"Bayern","Young Boys",7,1,"Bayern",1918.99780273,1498.67150879,1,"Knockout","",26
"Newcastle","Crvena Zvezda",3,3.2,"Crvena Zvezda",1868.55273438,1580.66638184,1,"Knockout","Penalty",26
"Atletico","Fenerbahce",4,2,"Atletico",1855.34960938,1673.91918945,1,"Knockout","",26
"Leverkusen","Brugge",3,2,"Leverkusen",1848.78601074,1747.07775879,1,"Knockout","",26
"Napoli","Ferencvaros",3,0,"Napoli",1838.37182617,1499.69836426,1,"Knockout","",26
"Roma","Salzburg",4,2,"Roma",1819.65991211,1558.85534668,1,"Knockout","",26
"Dortmund","Feyenoord",1,4,"Feyenoord",1818.35009766,1738.36352539,1,"Knockout","",26
"Brentford","Strasbourg",2,3,"Strasbourg",1811.27441406,1707.00744629,1,"Knockout","",26
"PSV","Lens",2,4,"Lens",1797.03527832,1693.22021484,1,"Knockout","",26
"Benfica","Rakow",3.2,3,"Benfica",1791.48046875,1536.67834473,1,"Knockout","Penalty",26
"Napoli","Arsenal",2,4,"Arsenal",1838.37182617,1993.3404541,2,"Knockout","",26
"Atletico","Paris SG",1,3,"Paris SG",1855.34960938,1974.93762207,2,"Knockout","",26
"Celta","Bayern",1,4,"Bayern",1689.27087402,1918.99780273,2,"Knockout","",26
"Crvena Zvezda","Liverpool",0,6,"Liverpool",1580.66638184,1993.41796875,2,"Knockout","",26
"Feyenoord","Strasbourg",1,1.2,"Strasbourg",1738.36352539,1707.00744629,2,"Knockout","Penalty",26
"Lens","Roma",1,6,"Roma",1693.22021484,1819.65991211,2,"Knockout","",26
"Inter","Leverkusen",3,1,"Inter",1933.2421875,1848.78601074,2,"Knockout","",26
"Real Madrid","Benfica",1,0,"Real Madrid",1936.12731934,1791.48046875,2,"Knockout","",26
"Arsenal","Real Madrid",0,5,"Real Madrid",1993.3404541,1936.12731934,3,"Knockout","",26
"Paris SG","Bayern",4,3,"Paris SG",1974.93762207,1918.99780273,3,"Knockout","",26
"Inter","Strasbourg",7,2,"Inter",1933.2421875,1707.00744629,3,"Knockout","",26
"Liverpool","Roma",5,3,"Liverpool",1993.41796875,1819.65991211,3,"Knockout","",26
"Real Madrid","Paris SG",1,5,"Paris SG",1936.12731934,1974.93762207,4,"Knockout","",26
"Inter","Liverpool",5,1,"Inter",1933.2421875,1993.41796875,4,"Knockout","",26
"Paris SG","Inter",3,4,"Inter",1974.93762207,1933.2421875,5,"Knockout","",26
"Arsenal","Sporting",6,1,"Arsenal",1993.3404541,1788.60021973,1,"Knockout","",27
"Paris SG","Marseille",4,3,"Paris SG",1974.93762207,1756.52758789,1,"Knockout","",27
"Man City","M Tel Aviv",6,1,"Man City",1959.94421387,1552.51538086,1,"Knockout","",27
"Barcelona","Mainz",1,2,"Mainz",1945.43041992,1706.18273926,1,"Knockout","",27
"Real Madrid","Feyenoord",1,2,"Feyenoord",1936.12731934,1738.36352539,1,"Knockout","",27
"Inter","Shakhtar",2,0,"Inter",1933.2421875,1531.97888184,1,"Knockout","",27
"Bayern","Brugge",4,1,"Bayern",1918.99780273,1747.07775879,1,"Knockout","",27
"Chelsea","Freiburg",7,1,"Chelsea",1902.8013916,1684.3404541,1,"Knockout","",27
"Atletico","Sturm Graz",5,0,"Atletico",1855.34960938,1553.17565918,1,"Knockout","",27
"Leverkusen","Viktoria Plzen",6,1,"Leverkusen",1848.78601074,1616.74377441,1,"Knockout","",27
"Atalanta","Bilbao",1,5,"Bilbao",1842.22375488,1789.30895996,1,"Knockout","",27
"Napoli","Zenit",4,1,"Napoli",1838.37182617,1654.94470215,1,"Knockout","",27
"Brentford","Fenerbahce",3,5,"Fenerbahce",1811.27441406,1673.91918945,1,"Knockout","",27
"Juventus","Celtic",4,1,"Juventus",1805.84667969,1662.38671875,1,"Knockout","",27
"PSV","Lyon",2.2,2,"PSV",1797.03527832,1744.62866211,1,"Knockout","Penalty",27
"Benfica","St Gillis",1,5,"St Gillis",1791.48046875,1730.55700684,1,"Knockout","",27
"Atletico","Napoli",3,6,"Napoli",1855.34960938,1838.37182617,2,"Knockout","",27
"Mainz","Bilbao",3,1,"Mainz",1706.18273926,1789.30895996,2,"Knockout","",27
"PSV","Arsenal",3,3.2,"Arsenal",1797.03527832,1993.3404541,2,"Knockout","Penalty",27
"Leverkusen","Feyenoord",3,2,"Leverkusen",1848.78601074,1738.36352539,2,"Knockout","",27
"Juventus","Paris SG",3.2,3,"Juventus",1805.84667969,1974.93762207,2,"Knockout","Penalty",27
"Chelsea","Bayern",3,6,"Bayern",1902.8013916,1918.99780273,2,"Knockout","",27
"Fenerbahce","Man City",2,6,"Man City",1673.91918945,1959.94421387,2,"Knockout","",27
"St Gillis","Inter",4,2,"St Gillis",1730.55700684,1933.2421875,2,"Knockout","",27
"Napoli","Arsenal",0,1,"Arsenal",1838.37182617,1993.3404541,3,"Knockout","",27
"Man City","Mainz",6,4,"Man City",1959.94421387,1706.18273926,3,"Knockout","",27
"Juventus","Bayern",1,7,"Bayern",1805.84667969,1918.99780273,3,"Knockout","",27
"St Gillis","Leverkusen",4.2,4,"St Gillis",1730.55700684,1848.78601074,3,"Knockout","Penalty",27
"Man City","Bayern",5,2,"Man City",1959.94421387,1918.99780273,4,"Knockout","",27
"St Gillis","Arsenal",0,2,"Arsenal",1730.55700684,1993.3404541,4,"Knockout","",27
"Arsenal","Man City",3,2,"Arsenal",1993.3404541,1959.94421387,5,"Knockout","",27
"Liverpool","Feyenoord",4,3,"Liverpool",1993.41796875,1738.36352539,1,"Knockout","",28
"Arsenal","Monaco",4,1,"Arsenal",1993.3404541,1762.12561035,1,"Knockout","",28
"Paris SG","Marseille",0,2,"Marseille",1974.93762207,1756.52758789,1,"Knockout","",28
"Barcelona","Benfica",6,1,"Barcelona",1945.43041992,1791.48046875,1,"Knockout","",28
"Real Madrid","Brugge",2,7,"Brugge",1936.12731934,1747.07775879,1,"Knockout","",28
"Inter","Stuttgart",6,4,"Inter",1933.2421875,1719.31469727,1,"Knockout","",28
"Bayern","Sporting",2,3,"Sporting",1918.99780273,1788.60021973,1,"Knockout","",28
"Chelsea","Bodoe Glimt",0,4,"Bodoe Glimt",1902.8013916,1616.89807129,1,"Knockout","",28
"Atletico","FC Kobenhavn",4,3,"Atletico",1855.34960938,1621.64001465,1,"Knockout","",28
"Leverkusen","M Tel Aviv",4,1,"Leverkusen",1848.78601074,1552.51538086,1,"Knockout","",28
"Napoli","Karabakh Agdam",1.2,1,"Napoli",1838.37182617,1500.27087402,1,"Knockout","Penalty",28
"Crystal Palace","Crvena Zvezda",5,4,"Crystal Palace",1835.04040527,1580.66638184,1,"Knockout","",28
"Roma","Valencia",3,1,"Roma",1819.65991211,1679.41589355,1,"Knockout","",28
"Dortmund","Basel",4,3,"Dortmund",1818.35009766,1523.00378418,1,"Knockout","",28
"Juventus","St Gillis",3,7,"St Gillis",1805.84667969,1730.55700684,1,"Knockout","",28
"PSV","Rijeka",6,1,"PSV",1797.03527832,1442.31982422,1,"Knockout","",28
"Sporting","Arsenal",1,4,"Arsenal",1788.60021973,1993.3404541,2,"Knockout","",28
"Roma","Napoli",2,3,"Napoli",1819.65991211,1838.37182617,2,"Knockout","",28
"PSV","Inter",3,2,"PSV",1797.03527832,1933.2421875,2,"Knockout","",28
"Crystal Palace","Barcelona",1,2,"Barcelona",1835.04040527,1945.43041992,2,"Knockout","",28
"Leverkusen","Bodoe Glimt",4,2,"Leverkusen",1848.78601074,1616.89807129,2,"Knockout","",28
"Dortmund","St Gillis",6,3,"Dortmund",1818.35009766,1730.55700684,2,"Knockout","",28
"Atletico","Marseille",3,1,"Atletico",1855.34960938,1756.52758789,2,"Knockout","",28
"Liverpool","Brugge",4,2,"Liverpool",1993.41796875,1747.07775879,2,"Knockout","",28
"Leverkusen","Napoli",5,4,"Leverkusen",1848.78601074,1838.37182617,3,"Knockout","",28
"Liverpool","PSV",3,4,"PSV",1993.41796875,1797.03527832,3,"Knockout","",28
"Dortmund","Arsenal",3,1,"Dortmund",1818.35009766,1993.3404541,3,"Knockout","",28
"Barcelona","Atletico",1,5,"Atletico",1945.43041992,1855.34960938,3,"Knockout","",28
"Dortmund","PSV",2,0,"Dortmund",1818.35009766,1797.03527832,4,"Knockout","",28
"Leverkusen","Atletico",2,1,"Leverkusen",1848.78601074,1855.34960938,4,"Knockout","",28
"Dortmund","Leverkusen",6,6.2,"Leverkusen",1818.35009766,1848.78601074,5,"Knockout","Penalty",28
"Liverpool","St Gillis",5,2,"Liverpool",1993.41796875,1730.55700684,1,"Knockout","",29
"Paris SG","Slavia Praha",2,4,"Slavia Praha",1974.93762207,1694.71618652,1,"Knockout","",29
"Man City","Celta",6,2,"Man City",1959.94421387,1689.27087402,1,"Knockout","",29
"Barcelona","Marseille",4,0,"Barcelona",1945.43041992,1756.52758789,1,"Knockout","",29
"Real Madrid","Benfica",6,1,"Real Madrid",1936.12731934,1791.48046875,1,"Knockout","",29
"Inter","Mjaellby",7,0,"Inter",1933.2421875,1493.09875488,1,"Knockout","",29
"Bayern","Mainz",3,2,"Bayern",1918.99780273,1706.18273926,1,"Knockout","",29
"Chelsea","Bravo",7,2,"Chelsea",1902.8013916,1264.70251465,1,"Knockout","",29
"Aston Villa","Shakhtar",6,1,"Aston Villa",1872.83935547,1531.97888184,1,"Knockout","",29
"Atletico","Bodoe Glimt",4,1,"Atletico",1855.34960938,1616.89807129,1,"Knockout","",29
"Leverkusen","Fenerbahce",4,3,"Leverkusen",1848.78601074,1673.91918945,1,"Knockout","",29
"Atalanta","Celtic",1,3,"Celtic",1842.22375488,1662.38671875,1,"Knockout","",29
"Napoli","Sporting",3,4,"Sporting",1838.37182617,1788.60021973,1,"Knockout","",29
"Roma","Brugge",1,2,"Brugge",1819.65991211,1747.07775879,1,"Knockout","",29
"Dortmund","Feyenoord",1,3,"Feyenoord",1818.35009766,1738.36352539,1,"Knockout","",29
"PSV","Lille",3,7,"Lille",1797.03527832,1782.04833984,1,"Knockout","",29
"Sporting","Inter",6,5,"Sporting",1788.60021973,1933.2421875,2,"Knockout","",29
"Liverpool","Feyenoord",7,4,"Liverpool",1993.41796875,1738.36352539,2,"Knockout","",29
"Leverkusen","Barcelona",3,5,"Barcelona",1848.78601074,1945.43041992,2,"Knockout","",29
"Man City","Chelsea",4,3,"Man City",1959.94421387,1902.8013916,2,"Knockout","",29
"Aston Villa","Bayern",4,7,"Bayern",1872.83935547,1918.99780273,2,"Knockout","",29
"Brugge","Celtic",2,3,"Celtic",1747.07775879,1662.38671875,2,"Knockout","",29
"Lille","Slavia Praha",6,1,"Lille",1782.04833984,1694.71618652,2,"Knockout","",29
"Atletico","Real Madrid",5,1,"Atletico",1855.34960938,1936.12731934,2,"Knockout","",29
"Man City","Atletico",4,5,"Atletico",1959.94421387,1855.34960938,3,"Knockout","",29
"Celtic","Lille",1,2,"Lille",1662.38671875,1782.04833984,3,"Knockout","",29
"Barcelona","Liverpool",1,9,"Liverpool",1945.43041992,1993.41796875,3,"Knockout","",29
"Bayern","Sporting",6,5,"Bayern",1918.99780273,1788.60021973,3,"Knockout","",29
"Atletico","Lille",5,3,"Atletico",1855.34960938,1782.04833984,4,"Knockout","",29
"Bayern","Liverpool",2.2,2,"Bayern",1918.99780273,1993.41796875,4,"Knockout","Penalty",29
"Atletico","Bayern",3.2,3,"Atletico",1855.34960938,1918.99780273,5,"Knockout","Penalty",29
"Liverpool","Slavia Praha",4,1,"Liverpool",1993.41796875,1694.71618652,1,"Knockout","",30
"Arsenal","Fenerbahce",4,0,"Arsenal",1993.3404541,1673.91918945,1,"Knockout","",30
"Paris SG","Shakhtar",7,0,"Paris SG",1974.93762207,1531.97888184,1,"Knockout","",30
"Man City","Brugge",4,0,"Man City",1959.94421387,1747.07775879,1,"Knockout","",30
"Barcelona","St Gillis",4,1,"Barcelona",1945.43041992,1730.55700684,1,"Knockout","",30
"Real Madrid","Zenit",8,2,"Real Madrid",1936.12731934,1654.94470215,1,"Knockout","",30
"Inter","Elfsborg",7,0,"Inter",1933.2421875,1522.04467773,1,"Knockout","",30
"Bayern","Marseille",3,6,"Marseille",1918.99780273,1756.52758789,1,"Knockout","",30
"Newcastle","RB Leipzig",5,7,"RB Leipzig",1868.55273438,1716.37438965,1,"Knockout","",30
"Atletico","Torino",2,1,"Atletico",1855.34960938,1675.24279785,1,"Knockout","",30
"Leverkusen","Union Berlin",2,3,"Union Berlin",1848.78601074,1617.16491699,1,"Knockout","",30
"Napoli","Razgrad",6,1,"Napoli",1838.37182617,1472.64929199,1,"Knockout","",30
"PSV","Feyenoord",3,2,"PSV",1797.03527832,1738.36352539,1,"Knockout","",30
"Benfica","Salzburg",2,2.2,"Salzburg",1791.48046875,1558.85534668,1,"Knockout","Penalty",30
"Bilbao","Lille",4,5,"Lille",1789.30895996,1782.04833984,1,"Knockout","",30
"Sporting","Milan",5,2,"Sporting",1788.60021973,1786.90795898,1,"Knockout","",30
"Napoli","Real Madrid",1,4,"Real Madrid",1838.37182617,1936.12731934,2,"Knockout","",30
"Arsenal","Sporting",3,4,"Sporting",1993.3404541,1788.60021973,2,"Knockout","",30
"Marseille","Union Berlin",5,2,"Marseille",1756.52758789,1617.16491699,2,"Knockout","",30
"Inter","Salzburg",5,0,"Inter",1933.2421875,1558.85534668,2,"Knockout","",30
"Atletico","Paris SG",3,5,"Paris SG",1855.34960938,1974.93762207,2,"Knockout","",30
"RB Leipzig","Barcelona",3,5,"Barcelona",1716.37438965,1945.43041992,2,"Knockout","",30
"Man City","PSV",3.2,3,"Man City",1959.94421387,1797.03527832,2,"Knockout","Penalty",30
"Lille","Liverpool",1,7,"Liverpool",1782.04833984,1993.41796875,2,"Knockout","",30
"Sporting","Barcelona",3.2,3,"Sporting",1788.60021973,1945.43041992,3,"Knockout","Penalty",30
"Marseille","Liverpool",2,7,"Liverpool",1756.52758789,1993.41796875,3,"Knockout","",30
"Paris SG","Inter",2,3,"Inter",1974.93762207,1933.2421875,3,"Knockout","",30
"Real Madrid","Man City",3,3.2,"Man City",1936.12731934,1959.94421387,3,"Knockout","Penalty",30
"Inter","Man City",3,7,"Man City",1933.2421875,1959.94421387,4,"Knockout","",30
"Liverpool","Sporting",4.2,4,"Liverpool",1993.41796875,1788.60021973,4,"Knockout","Penalty",30
"Man City","Liverpool",1,3,"Liverpool",1959.94421387,1993.41796875,5,"Knockout","",30
"Liverpool","Ajax",5,0,"Liverpool",1993.41796875,1663.94873047,1,"Knockout","",31
"Arsenal","Holstein",5,0,"Arsenal",1993.3404541,1537.13269043,1,"Knockout","",31
"Paris SG","Brugge",0,2,"Brugge",1974.93762207,1747.07775879,1,"Knockout","",31
"Man City","Slavia Praha",5,2,"Man City",1959.94421387,1694.71618652,1,"Knockout","",31
"Barcelona","Zenit",2,3,"Zenit",1945.43041992,1654.94470215,1,"Knockout","",31
"Real Madrid","Rangers",6,0,"Real Madrid",1936.12731934,1587.43994141,1,"Knockout","",31
"Inter","St Gillis",4,2,"Inter",1933.2421875,1730.55700684,1,"Knockout","",31
"Bayern","Maribor",4,1,"Bayern",1918.99780273,1380.29211426,1,"Knockout","",31
"Atletico","Bodoe Glimt",4,3,"Atletico",1855.34960938,1616.89807129,1,"Knockout","",31
"Leverkusen","FC Kobenhavn",4,1,"Leverkusen",1848.78601074,1621.64001465,1,"Knockout","",31
"Atalanta","Nice",4,2,"Atalanta",1842.22375488,1720.62438965,1,"Knockout","",31
"Napoli","Bilbao",5,0,"Napoli",1838.37182617,1789.30895996,1,"Knockout","",31
"Brighton","Lille",6,3,"Brighton",1827.12927246,1782.04833984,1,"Knockout","",31
"Roma","Benfica",1.2,1,"Roma",1819.65991211,1791.48046875,1,"Knockout","Penalty",31
"Dortmund","Dinamo Zagreb",3,0,"Dortmund",1818.35009766,1527.02502441,1,"Knockout","",31
"PSV","Sporting",4,0,"PSV",1797.03527832,1788.60021973,1,"Knockout","",31
"Brugge","PSV",1,3,"PSV",1747.07775879,1797.03527832,2,"Knockout","",31
"Bayern","Liverpool",3,5,"Liverpool",1918.99780273,1993.41796875,2,"Knockout","",31
"Leverkusen","Man City",3,1,"Leverkusen",1848.78601074,1959.94421387,2,"Knockout","",31
"Real Madrid","Napoli",1,5,"Napoli",1936.12731934,1838.37182617,2,"Knockout","",31
"Roma","Arsenal",3,4,"Arsenal",1819.65991211,1993.3404541,2,"Knockout","",31
"Atletico","Zenit",5,2,"Atletico",1855.34960938,1654.94470215,2,"Knockout","",31
"Inter","Dortmund",5,2,"Inter",1933.2421875,1818.35009766,2,"Knockout","",31
"Atalanta","Brighton",4,1,"Atalanta",1842.22375488,1827.12927246,2,"Knockout","",31
"Napoli","Leverkusen",6,1,"Napoli",1838.37182617,1848.78601074,3,"Knockout","",31
"PSV","Atalanta",1,5,"Atalanta",1797.03527832,1842.22375488,3,"Knockout","",31
"Inter","Liverpool",4,3,"Inter",1933.2421875,1993.41796875,3,"Knockout","",31
"Atletico","Arsenal",1.2,1,"Atletico",1855.34960938,1993.3404541,3,"Knockout","Penalty",31
"Atalanta","Napoli",1,3,"Napoli",1842.22375488,1838.37182617,4,"Knockout","",31
"Inter","Atletico",1,3,"Atletico",1933.2421875,1855.34960938,4,"Knockout","",31
"Atletico","Napoli",1,2,"Napoli",1855.34960938,1838.37182617,5,"Knockout","",31
"Arsenal","Porto",4,1,"Arsenal",1993.3404541,1678.19543457,1,"Knockout","",32
"Paris SG","Zenit",5,0,"Paris SG",1974.93762207,1654.94470215,1,"Knockout","",32
"Man City","Augsburg",3,2,"Man City",1959.94421387,1618.65966797,1,"Knockout","",32
"Barcelona","St Gillis",1,1.2,"St Gillis",1945.43041992,1730.55700684,1,"Knockout","Penalty",32
"Real Madrid","Monaco",1,3,"Monaco",1936.12731934,1762.12561035,1,"Knockout","",32
"Inter","Hammarby",7,1,"Inter",1933.2421875,1522.63391113,1,"Knockout","",32
"Bayern","Frankfurt",2,5,"Frankfurt",1918.99780273,1745.75793457,1,"Knockout","",32
"Chelsea","Villarreal",5,3,"Chelsea",1902.8013916,1785.54626465,1,"Knockout","",32
"Atletico","Steaua",4,0,"Atletico",1855.34960938,1555.09423828,1,"Knockout","",32
"Leverkusen","Basel",5,1,"Leverkusen",1848.78601074,1523.00378418,1,"Knockout","",32
"Atalanta","Razgrad",7,1,"Atalanta",1842.22375488,1472.64929199,1,"Knockout","",32
"Napoli","Feyenoord",0,0.2,"Feyenoord",1838.37182617,1738.36352539,1,"Knockout","Penalty",32
"Roma","Lille",4,1,"Roma",1819.65991211,1782.04833984,1,"Knockout","",32
"Man United","Brugge",4,2,"Man United",1799.46337891,1747.07775879,1,"Knockout","",32
"PSV","Crvena Zvezda",6,7,"Crvena Zvezda",1797.03527832,1580.66638184,1,"Knockout","",32
"Benfica","Shakhtar",4,0,"Benfica",1791.48046875,1531.97888184,1,"Knockout","",32
"Arsenal","Chelsea",2.2,2,"Arsenal",1993.3404541,1902.8013916,2,"Knockout","Penalty",32
"Benfica","Feyenoord",2,1,"Benfica",1791.48046875,1738.36352539,2,"Knockout","",32
"Paris SG","Atalanta",2,6,"Atalanta",1974.93762207,1842.22375488,2,"Knockout","",32
"Man United","Atletico",6.2,6,"Man United",1799.46337891,1855.34960938,2,"Knockout","Penalty",32
"St Gillis","Leverkusen",2,1,"St Gillis",1730.55700684,1848.78601074,2,"Knockout","",32
"Man City","Roma",2,5,"Roma",1959.94421387,1819.65991211,2,"Knockout","",32
"Crvena Zvezda","Inter",0,4,"Inter",1580.66638184,1933.2421875,2,"Knockout","",32
"Frankfurt","Monaco",3,3.2,"Monaco",1745.75793457,1762.12561035,2,"Knockout","Penalty",32
"Man United","Benfica",3,1,"Man United",1799.46337891,1791.48046875,3,"Knockout","",32
"Inter","Atalanta",6,2,"Inter",1933.2421875,1842.22375488,3,"Knockout","",32
"St Gillis","Roma",2.2,2,"St Gillis",1730.55700684,1819.65991211,3,"Knockout","Penalty",32
"Monaco","Arsenal",0.2,0,"Monaco",1762.12561035,1993.3404541,3,"Knockout","Penalty",32
"St Gillis","Inter",3,6,"Inter",1730.55700684,1933.2421875,4,"Knockout","",32
"Monaco","Man United",2,4,"Man United",1762.12561035,1799.46337891,4,"Knockout","",32
"Inter","Man United",5,2,"Inter",1933.2421875,1799.46337891,5,"Knockout","",32
"Liverpool","St Gillis",3,1,"Liverpool",1993.41796875,1730.55700684,1,"Knockout","",33
"Arsenal","Galatasaray",1.2,1,"Arsenal",1993.3404541,1701.14611816,1,"Knockout","Penalty",33
"Paris SG","Slavia Praha",2.2,2,"Paris SG",1974.93762207,1694.71618652,1,"Knockout","Penalty",33
"Man City","M Tel Aviv",6,2,"Man City",1959.94421387,1552.51538086,1,"Knockout","",33
"Barcelona","Brugge",5,1,"Barcelona",1945.43041992,1747.07775879,1,"Knockout","",33
"Real Madrid","Bilbao",3,2,"Real Madrid",1936.12731934,1789.30895996,1,"Knockout","",33
"Inter","Rapid Wien",6,0,"Inter",1933.2421875,1436.13745117,1,"Knockout","",33
"Bayern","Werder",4,2,"Bayern",1918.99780273,1677.4543457,1,"Knockout","",33
"Aston Villa","Olimpija Ljubljana",8,2,"Aston Villa",1872.83935547,1426.41101074,1,"Knockout","",33
"Atletico","Monaco",2,5,"Monaco",1855.34960938,1762.12561035,1,"Knockout","",33
"Atalanta","Marseille",4,2,"Atalanta",1842.22375488,1756.52758789,1,"Knockout","",33
"Napoli","Frankfurt",2,1,"Napoli",1838.37182617,1745.75793457,1,"Knockout","",33
"Roma","Feyenoord",4,2,"Roma",1819.65991211,1738.36352539,1,"Knockout","",33
"Dortmund","Sporting",0,3,"Sporting",1818.35009766,1788.60021973,1,"Knockout","",33
"PSV","Brondby",3.2,3,"PSV",1797.03527832,1547.92456055,1,"Knockout","Penalty",33
"Benfica","Young Boys",5,1,"Benfica",1791.48046875,1498.67150879,1,"Knockout","",33
"Sporting","Real Madrid",2,3,"Real Madrid",1788.60021973,1936.12731934,2,"Knockout","",33
"Liverpool","Atalanta",6,3,"Liverpool",1993.41796875,1842.22375488,2,"Knockout","",33
"Man City","Bayern",4,2,"Man City",1959.94421387,1918.99780273,2,"Knockout","",33
"Napoli","Benfica",2,5,"Benfica",1838.37182617,1791.48046875,2,"Knockout","",33
"Inter","Barcelona",3,3.2,"Barcelona",1933.2421875,1945.43041992,2,"Knockout","Penalty",33
"Monaco","Roma",2.2,2,"Monaco",1762.12561035,1819.65991211,2,"Knockout","Penalty",33
"Aston Villa","Paris SG",3,2,"Aston Villa",1872.83935547,1974.93762207,2,"Knockout","",33
"Arsenal","PSV",5,2,"Arsenal",1993.3404541,1797.03527832,2,"Knockout","",33
"Benfica","Monaco",3,5,"Monaco",1791.48046875,1762.12561035,3,"Knockout","",33
"Man City","Liverpool",2,2.2,"Liverpool",1959.94421387,1993.41796875,3,"Knockout","Penalty",33
"Barcelona","Arsenal",3,2,"Barcelona",1945.43041992,1993.3404541,3,"Knockout","",33
"Aston Villa","Real Madrid",1,4,"Real Madrid",1872.83935547,1936.12731934,3,"Knockout","",33
"Barcelona","Monaco",3,4,"Monaco",1945.43041992,1762.12561035,4,"Knockout","",33
"Liverpool","Real Madrid",1,3,"Real Madrid",1993.41796875,1936.12731934,4,"Knockout","",33
"Real Madrid","Monaco",0,3,"Monaco",1936.12731934,1762.12561035,5,"Knockout","",33
"Liverpool","Brugge",5,3,"Liverpool",1993.41796875,1747.07775879,1,"Knockout","",34
"Arsenal","Ajax",5,0,"Arsenal",1993.3404541,1663.94873047,1,"Knockout","",34
"Paris SG","Sporting",6,3,"Paris SG",1974.93762207,1788.60021973,1,"Knockout","",34
"Barcelona","Benfica",3,4,"Benfica",1945.43041992,1791.48046875,1,"Knockout","",34
"Real Madrid","Marseille",2.2,2,"Real Madrid",1936.12731934,1756.52758789,1,"Knockout","Penalty",34
"Inter","Frankfurt",2,1,"Inter",1933.2421875,1745.75793457,1,"Knockout","",34
"Bayern","Basel",6,2,"Bayern",1918.99780273,1523.00378418,1,"Knockout","",34
"Chelsea","Salzburg",4,1,"Chelsea",1902.8013916,1558.85534668,1,"Knockout","",34
"Aston Villa","Sevilla",3,2,"Aston Villa",1872.83935547,1637.12207031,1,"Knockout","",34
"Atletico","Monaco",4,1,"Atletico",1855.34960938,1762.12561035,1,"Knockout","",34
"Leverkusen","Puskas Akademia",5,0,"Leverkusen",1848.78601074,1423.1427002,1,"Knockout","",34
"Atalanta","Galatasaray",3,2,"Atalanta",1842.22375488,1701.14611816,1,"Knockout","",34
"Napoli","Crvena Zvezda",6,3,"Napoli",1838.37182617,1580.66638184,1,"Knockout","",34
"Roma","Celtic",4,4.2,"Celtic",1819.65991211,1662.38671875,1,"Knockout","Penalty",34
"Dortmund","St Gillis",2,3,"St Gillis",1818.35009766,1730.55700684,1,"Knockout","",34
"PSV","Shakhtar",2,3,"Shakhtar",1797.03527832,1531.97888184,1,"Knockout","",34
"Aston Villa","Real Madrid",4,7,"Real Madrid",1872.83935547,1936.12731934,2,"Knockout","",34
"Leverkusen","Atalanta",3,3.2,"Atalanta",1848.78601074,1842.22375488,2,"Knockout","Penalty",34
"Arsenal","Celtic",1,0,"Arsenal",1993.3404541,1662.38671875,2,"Knockout","",34
"St Gillis","Napoli",4,5,"Napoli",1730.55700684,1838.37182617,2,"Knockout","",34
"Bayern","Benfica",4.2,4,"Bayern",1918.99780273,1791.48046875,2,"Knockout","Penalty",34
"Paris SG","Shakhtar",5,1,"Paris SG",1974.93762207,1531.97888184,2,"Knockout","",34
"Atletico","Inter",0,2,"Inter",1855.34960938,1933.2421875,2,"Knockout","",34
"Chelsea","Liverpool",3,2,"Chelsea",1902.8013916,1993.41796875,2,"Knockout","",34
"Atalanta","Bayern",2,3,"Bayern",1842.22375488,1918.99780273,3,"Knockout","",34
"Arsenal","Chelsea",2.2,2,"Arsenal",1993.3404541,1902.8013916,3,"Knockout","Penalty",34
"Inter","Napoli",2,1,"Inter",1933.2421875,1838.37182617,3,"Knockout","",34
"Real Madrid","Paris SG",2,3,"Paris SG",1936.12731934,1974.93762207,3,"Knockout","",34
"Bayern","Paris SG",3.2,3,"Bayern",1918.99780273,1974.93762207,4,"Knockout","Penalty",34
"Arsenal","Inter",3,5,"Inter",1993.3404541,1933.2421875,4,"Knockout","",34
"Inter","Bayern",5,6,"Bayern",1933.2421875,1918.99780273,5,"Knockout","",34
"Liverpool","Olympiakos",7,3,"Liverpool",1993.41796875,1670.36560059,1,"Knockout","",35
"Paris SG","M Tel Aviv",5,0,"Paris SG",1974.93762207,1552.51538086,1,"Knockout","",35
"Man City","Sporting",3,4,"Sporting",1959.94421387,1788.60021973,1,"Knockout","",35
"Barcelona","Feyenoord",5,5.2,"Feyenoord",1945.43041992,1738.36352539,1,"Knockout","Penalty",35
"Real Madrid","Stuttgart",5,1,"Real Madrid",1936.12731934,1719.31469727,1,"Knockout","",35
"Inter","St Gillis",2,1,"Inter",1933.2421875,1730.55700684,1,"Knockout","",35
"Bayern","Bodoe Glimt",6,0,"Bayern",1918.99780273,1616.89807129,1,"Knockout","",35
"Aston Villa","Lugano",6,0,"Aston Villa",1872.83935547,1402.29016113,1,"Knockout","",35
"Atletico","Celtic",3,4,"Celtic",1855.34960938,1662.38671875,1,"Knockout","",35
